,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,66,22,0.4999999943181819,0.09016393433384842,11.430232558139535,0.4476093591047813,4.7511367668977265,11.430232558139535,440,978,2.587991718426501,18,6.7004089979550105
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,60,23,0.44578312715923946,0.07242582890713278,12.869047619047619,0.4653098982423682,5.333743006915995,12.869047619047619,503,1073,2.593898951382269,13,6.943150046598323
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,47,22,0.36231883532871256,0.08127208470992688,13.46551724137931,0.4788732394366197,5.5777561923263725,13.46551724137931,374,776,2.582901554404145,19,7.003865979381444
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,12,0.4146341362284357,0.07044673527414651,10.775510204081632,0.48674242424242425,4.504901051329623,10.775510204081632,257,524,2.6150870406189557,8,7.0458015267175576
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,40,13,0.5094339526521896,0.09869646164116115,13.076923076923077,0.45294117647058824,5.4119457013574666,13.076923076923077,231,509,2.475049900199601,3,6.728880157170924
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,69,39,0.27777777520576136,0.08005930312819917,14.606741573033707,0.4876923076923077,6.037773552290407,14.606741573033707,634,1294,2.661189358372457,10,6.870942812982999
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,49,61,-0.10909090809917356,0.0788530465384566,11.660194174757281,0.46794338051623646,4.851255022109408,11.660194174757281,562,1194,2.523051131601006,2,6.90536013400335
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,39,20,0.32203389284688316,0.07142857134209617,13.568965517241379,0.5578144853875476,5.650712001051571,13.568965517241379,439,784,2.8418367346938775,9,7.557397959183674
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,33,28,0.08196721177102932,0.06688596483894083,11.210526315789474,0.45892018779342725,4.667778601433161,11.210526315789474,391,851,2.606318347509113,7,6.709753231492362
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,61,23,0.45238094699546494,0.09292035387951288,11.89873417721519,0.48617021276595745,4.953961755992459,11.89873417721519,457,937,2.6351931330472103,33,6.9775880469583775
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,67,21,0.5227272667871902,0.08469682378758726,11.654761904761905,0.4943820224719101,4.859657570893527,11.654761904761905,484,976,2.7125,12,7.090163934426229
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,28,0,0.9999999642857155,0.06140350863727301,16.76,0.5608591885441527,6.928343675417662,16.76,235,419,2.8843373493975903,1,7.486873508353222
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,83,39,0.3606557347487235,0.13048128328290773,95.72727272727273,0.45109211775878444,38.47134593801261,95.72727272727273,475,1053,2.516003879728419,16,6.6248812915479585
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,20,0,0.9999999500000024,0.0359066426644405,10.916666666666666,0.5515267175572519,4.587277353689568,10.916666666666666,289,522,2.772200772200772,1,7.369731800766283
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,17,6,0.4782608487712674,0.040350877122191445,11.818181818181818,0.5711538461538461,4.955734265734266,11.818181818181818,297,520,2.831702544031311,1,7.757692307692308
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,3,3,0.0,0.025974025861584305,22.5,0.5555555555555556,9.222222222222223,22.5,125,225,2.855855855855856,3,7.586666666666667
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,27,69,-0.4374999954427084,0.10115911475114951,14.573770491803279,0.5140607424071991,6.035132493684191,14.573770491803279,457,884,2.626865671641791,3,7.02262443438914
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,20,15,0.14285713877551032,0.06238859168914689,14.857142857142858,0.47692307692307695,6.133626373626374,14.857142857142858,248,520,2.650099403578529,4,6.9192307692307695
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,58,38,0.20833333116319447,0.08311688304492044,11.51063829787234,0.46395563770794823,4.7898375742321155,11.51063829787234,502,1077,2.605805243445693,10,6.9377901578458685
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,42,3,0.8666666474074078,0.08771929807462125,10.083333333333334,0.5454545454545454,4.251515151515152,10.083333333333334,264,484,2.73109243697479,5,7.297520661157025
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,8,1,0.7777776913580343,0.024999999930555555,17.15,0.46355685131195334,7.045422740524781,17.15,159,343,2.661764705882353,1,6.912536443148688
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,25,7,0.5624999824218756,0.05324459225749652,14.973684210526315,0.4833040421792619,6.182795301082231,14.973684210526315,275,567,2.568345323741007,5,6.761904761904762
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,16,8,0.333333319444445,0.054298642411089046,16.416666666666668,0.5076142131979695,6.769712351945855,16.416666666666668,200,393,2.855297157622739,2,7.287531806615776
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,18,8,0.3846153698224858,0.07902735538289558,10.0,0.535483870967742,4.2141935483870965,10.0,166,307,2.883116883116883,1,7.527687296416938
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,8,0,0.9999998750000157,0.034482758472057076,15.923076923076923,0.5748792270531401,6.599182460052027,15.923076923076923,119,207,2.9658536585365853,3,7.777777777777778
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,26,37,-0.17460317183169569,0.10606060588205285,9.39655172413793,0.42201834862385323,3.9274280291047137,9.39655172413793,230,538,2.511070110701107,14,6.674721189591078
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,11,2,0.6923076390532585,0.05579399117684982,16.923076923076923,0.5272727272727272,6.980139860139861,16.923076923076923,116,219,2.792626728110599,2,7.237442922374429
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,36,10,0.5652173790170135,0.08156028354333283,12.069767441860465,0.5876685934489403,5.0629744141237625,12.069767441860465,305,519,2.943137254901961,1,7.622350674373796
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,4,7,-0.2727272479338866,0.052380952131519276,17.818181818181817,0.5255102040816326,7.337476808905381,17.818181818181817,103,194,2.8020833333333335,5,7.319587628865979
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,12,25,-0.35135134185536915,0.12052117224585937,13.347826086956522,0.4788273615635179,5.530661379408016,13.347826086956522,147,298,2.674342105263158,6,7.124161073825503
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29,46,-0.2266666636444445,0.06323777397703391,14.03896103896104,0.5383903792784459,5.830940567295794,14.03896103896104,582,1080,2.8083720930232556,17,7.521296296296296
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,44,23,0.3134328311427936,0.066999999933,13.716216216216216,0.42857142857142855,5.6579150579150586,13.716216216216216,435,1007,2.5465587044534415,19,6.688182720953327
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,36,26,0.16129031997918838,0.06025267243901586,12.972222222222221,0.43576017130620986,5.363192957411373,12.972222222222221,407,931,2.513186813186813,17,6.677765843179377
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,26,5,0.677419332986473,0.056159420188116996,7.214285714285714,0.4772277227722772,3.076605374823197,7.214285714285714,241,496,2.6093117408906883,1,6.941532258064516
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,45,8,0.6981131943752228,0.06393244865629379,13.01639344262295,0.4634760705289673,5.3919478052607674,13.01639344262295,368,791,2.516624040920716,5,6.7231352718078385
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,33,6,0.6923076745562136,0.10833333303240741,17.65,0.509915014164306,7.263966005665722,17.65,180,351,2.7492877492877494,9,7.0256410256410255
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,45,15,0.4999999916666668,0.054249547871383766,14.591549295774648,0.5115830115830116,6.041252922943064,14.591549295774648,530,1033,2.7221135029354206,8,7.030977734753146
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,25,70,-0.47368420554016627,0.1437216336706178,8.575342465753424,0.4776357827476038,3.621191299400411,8.575342465753424,299,620,2.5858747993579456,12,6.866129032258065
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,58,22,0.4499999943750001,0.11126564657682107,9.013157894736842,0.3897810218978102,3.7611755666538613,9.013157894736842,267,680,2.395864106351551,6,6.569117647058824
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,25,32,-0.12280701538935061,0.07723577225306806,13.98,0.3876967095851216,5.747078683834049,13.98,271,698,2.3762962962962964,1,6.504297994269341
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,25,21,0.08695651984877131,0.05793450874315553,10.211267605633802,0.5172413793103449,4.291403593977659,10.211267605633802,375,721,2.7338935574229692,7,7.348127600554785
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,24,73,-0.5051546339674781,0.14285714264674942,9.376811594202898,0.482225656877898,3.9436149004323187,9.376811594202898,312,639,2.573872472783826,14,6.851330203442879
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,23,11,0.35294116608996573,0.06538461525887573,12.945945945945946,0.4801670146137787,5.37044518422389,12.945945945945946,230,478,2.5562770562770565,6,6.864016736401673
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,6,0.2941176297577865,0.05573770473528621,19.785714285714285,0.48375451263537905,8.107787519339865,19.785714285714285,134,277,2.734317343173432,1,7.180505415162455
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,28,17,0.2444444390123458,0.07601351338511231,20.333333333333332,0.48816029143898,8.328597449908925,20.333333333333332,268,549,2.6666666666666665,1,7.216757741347905
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,24,29,-0.0943396208615166,0.062206572696940646,13.081967213114755,0.4799498746867168,5.4247668351205895,13.081967213114755,383,794,2.584298584298584,6,6.949622166246852
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,37,11,0.5416666553819447,0.01772525848680751,8.996031746031745,0.40097044552271727,3.758800876621785,8.996031746031745,909,2265,2.380492515692902,1,6.308167770419426
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,38,42,-0.04999999937500001,0.07407407400548696,11.931034482758621,0.4980732177263969,4.971643080194007,11.931034482758621,517,1033,2.6194690265486726,11,7.0280735721200385
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,31,64,-0.34736841739612195,0.08527827640459759,15.5,0.5640273704789834,6.4256109481915935,15.5,577,1023,2.7612387612387614,1,7.264907135874878
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,6,1,0.7142856122449125,0.033816424957408574,19.2,0.5208333333333334,7.888333333333333,19.2,100,191,2.8877005347593583,3,7.345549738219895
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,31,4,0.7714285493877557,0.05443234828237582,14.560975609756097,0.4723618090452261,6.01333496752053,14.560975609756097,282,594,2.5334476843910805,2,6.735690235690235
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,37,34,0.04225352053164056,0.06967615302288896,8.545454545454545,0.4622823984526112,3.6030947775628626,8.545454545454545,478,1024,2.568780487804878,6,6.94921875
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,55,15,0.5714285632653062,0.06249999994419642,11.820224719101123,0.49049429657794674,4.924287606271628,11.820224719101123,516,1048,2.556741028128031,6,6.900763358778626
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,33,33,0.0,0.08730158718610902,14.44,0.45013850415512463,5.9560554016620495,14.44,325,717,2.5736543909348444,4,6.894002789400279
110,147,https://insights.blackcoffer.com/the-future-of-investing/,19,44,-0.3968253905265811,0.05155482810838393,14.64935064935065,0.4849290780141844,6.053711890945934,14.64935064935065,547,1128,2.720266412940057,2,7.076241134751773
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,19,40,-0.3559321973570814,0.08440629458597097,12.51923076923077,0.4792626728110599,5.199397376816733,12.51923076923077,312,651,2.654028436018957,4,7.033794162826421
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,39,48,-0.10344827467300834,0.11225806437127991,10.026666666666667,0.4720744680851064,4.19949645390071,10.026666666666667,355,747,2.570855614973262,28,6.808567603748327
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,27,27,0.0,0.07848837197894132,17.925,0.4811715481171548,7.362468619246862,17.925,345,715,2.633663366336634,13,6.91048951048951
